"1a. Share/Unit acquired (On or before/ after 31st Jan 2018)","2. ISIN Code","3. Name of the Share/Unit","4. No. of Shares/Units","5. Sale-price per Share/Unit","6. Full Value of Consideration If shares/units are acquired on or before 31st January, 2018 (Total Sale Value) (4*5) or  If  shares/units are acquired after 31st January, 2018 - Please enter Full Value of Consideration","7. Cost of acquisition without indexation (higher of 8 or 9 )","8. Cost of acquisition","9. If the long term capital asset was acquired before 01.02.2018, Lower of 6 & 11","10. Fair Market Value per share/unit as on 31st January,2018","11. Total Fair Market Value as on 31st January, 2018 of capital asset as per section 55(2)(ac)- (4*10)","12. Expenditure wholly and exclusively in connection with transfer","13. Total deductions (7+12)","14. Balance (6 − 13) -Item 4 (a) of LTCG Schedule of ITR3",
"AE","INNOTREQUIRD","CONSOLIDATED","","","320518","395162","395162","0","","0","0","395162","-74644",""
